prodcode,gemscriptcode,productname,drugsubstance,strength,formulation,route
16191,61915020,Flucloxacillin 1g powder for solution for injection vials,Flucloxacillin sodium,1gram,Powder for solution for injection,Intraarticular/Inhalation/Intrapleural/Intramuscular/Intravenous
21806,53114020,Ladropen 250mg capsules (Teva UK Ltd),Flucloxacillin sodium,250mg,Capsule,Oral
21850,83484020,Zoxin 250mg Capsule (Opus Pharmaceuticals Ltd),Flucloxacillin sodium,250mg,Capsule,Oral
21858,53115020,Ladropen 500mg capsules (Teva UK Ltd),Flucloxacillin sodium,500mg,Capsule,Oral
22422,60860020,Galfloxin 250mg Capsule (Galen Ltd),Flucloxacillin sodium,250mg,Capsule,Oral
23240,49692020,Flucloxacillin 250mg capsules (A A H Pharmaceuticals Ltd),Flucloxacillin sodium,250mg,Capsule,Oral
24747,74723020,Ladropen 125mg/5ml Liquid (Berk Pharmaceuticals Ltd),Flucloxacillin sodium,25mg/1ml,Oral solution,Oral
25570,59188020,Co-fluampicil 250mg/250mg capsules (Sandoz Ltd),Flucloxacillin sodium/Ampicillin trihydrate,250mg + 250mg,Capsule,Oral
25834,50882020,Orbenin 125mg/5ml Oral solution (Goldshield Pharmaceuticals Ltd),Cloxacillin,125mg/5ml,Oral Solution,Oral
25914,72551020,Temopen 1g/vial Powder (Bencard),Temocillin sodium,1gram,Powder for solution for injection,Intravenous/Intramuscular
26326,56429020,Floxapen 250mg powder for solution for injection vials (GlaxoSmithKline UK Ltd),Flucloxacillin sodium,250mg,Powder for solution for injection,Intramuscular/Intravenous/Inhalation/Intraarticular/Intrapleural
26350,56432020,Floxapen 500mg powder for solution for injection vials (GlaxoSmithKline UK Ltd),Flucloxacillin sodium,500mg,Powder for solution for injection,Intramuscular/Intravenous/Inhalation/Intraarticular/Intrapleural
26558,56437020,Floxapen 1g powder for solution for injection vials (GlaxoSmithKline UK Ltd),Flucloxacillin sodium,1gram,Powder for solution for injection,Intraarticular/Inhalation/Intrapleural/Intramuscular/Intravenous
27057,49694020,Flucloxacillin 125mg/5ml oral solution (A A H Pharmaceuticals Ltd),Flucloxacillin sodium,25mg/1ml,Oral solution,Oral
28284,54606020,Flucloxacillin 125mg/5ml oral solution (Teva UK Ltd),Flucloxacillin sodium,25mg/1ml,Oral solution,Oral
28618,61550020,Cloxacillin 500mg/vial Im injection,Cloxacillin,500mg/vial,Im Injection,
29671,61914020,Flucloxacillin iv 500mg/vial Injection,Flucloxacillin Sodium,500mg/vial,Injection,
29944,60146020,Flucloxacillin 250mg capsules (Ranbaxy (UK) Ltd),Flucloxacillin sodium,250mg,Capsule,Oral
30764,56063020,Co-fluampicil 250mg/250mg capsules (IVAX Pharmaceuticals UK Ltd),Flucloxacillin sodium/Ampicillin trihydrate,250mg + 250mg,Capsule,Oral
31775,60345020,Flucloxacillin 250mg/5ml oral solution (A A H Pharmaceuticals Ltd),Flucloxacillin sodium,50mg/1ml,Oral solution,Oral
31940,58803020,Flucloxacillin 250mg/5ml Oral solution (Lagap),Flucloxacillin sodium,50mg/1ml,Oral solution,Oral
32065,59748020,Flucloxacillin 250mg/5ml Oral solution (Teva UK Ltd),Flucloxacillin sodium,50mg/1ml,Oral solution,Oral
32361,55295020,Stafoxil 250mg Capsule (Yamanouchi Pharma Ltd),Flucloxacillin sodium,250mg,Capsule,Oral
32665,60861020,Galfloxin 500mg Capsule (Galen Ltd),Flucloxacillin sodium,500mg,Capsule,Oral
32901,65485020,Flucloxacillin 250mg/5ml oral solution (Kent Pharmaceuticals Ltd),Flucloxacillin sodium,50mg/1ml,Oral solution,Oral
33420,72555020,Temocillin 1g powder for solution for injection vials,Temocillin sodium,1gram,Powder for solution for injection,Intravenous/Intramuscular
33993,54604020,Flucloxacillin 250mg capsules (Teva UK Ltd),Flucloxacillin sodium,250mg,Capsule,Oral
34007,54605020,Flucloxacillin 500mg capsules (Teva UK Ltd),Flucloxacillin sodium,500mg,Capsule,Oral
34052,53864020,Flucloxacillin 500mg capsules (IVAX Pharmaceuticals UK Ltd),Flucloxacillin sodium,500mg,Capsule,Oral
34057,56979020,Flucloxacillin 250mg capsules (Actavis UK Ltd),Flucloxacillin sodium,250mg,Capsule,Oral
34226,62338020,Flucloxacillin 500mg capsules (Kent Pharmaceuticals Ltd),Flucloxacillin sodium,500mg,Capsule,Oral
34259,66771020,Flucloxacillin 125mg/5ml oral solution (Sandoz Ltd),Flucloxacillin sodium,25mg/1ml,Oral solution,Oral
34313,49693020,Flucloxacillin 500mg capsules (A A H Pharmaceuticals Ltd),Flucloxacillin sodium,500mg,Capsule,Oral
34330,60477020,Flucloxacillin 250mg capsules (Mylan),Flucloxacillin sodium,250mg,Capsule,Oral
34364,59400020,Flucloxacillin 250mg capsules (Sandoz Ltd),Flucloxacillin sodium,250mg,Capsule,Oral
34375,62337020,Flucloxacillin 250mg capsules (Kent Pharmaceuticals Ltd),Flucloxacillin sodium,250mg,Capsule,Oral
34380,56907020,Co-fluampicil 250mg/250mg capsules (Actavis UK Ltd),Flucloxacillin sodium/Ampicillin trihydrate,250mg + 250mg,Capsule,Oral
34464,56980020,Flucloxacillin 500mg capsules (Actavis UK Ltd),Flucloxacillin sodium,500mg,Capsule,Oral
34617,59401020,Flucloxacillin 500mg capsules (Sandoz Ltd),Flucloxacillin sodium,500mg,Capsule,Oral
34683,60479020,Flucloxacillin 125mg/5ml oral solution (Mylan),Flucloxacillin sodium,25mg/1ml,Oral solution,Oral
34701,57804020,Flucloxacillin 125mg/5ml oral solution (IVAX Pharmaceuticals UK Ltd),Flucloxacillin sodium,25mg/1ml,Oral solution,Oral
34721,53863020,Flucloxacillin 250mg capsules (IVAX Pharmaceuticals UK Ltd),Flucloxacillin sodium,250mg,Capsule,Oral
34766,62339020,Flucloxacillin 125mg/5ml oral solution (Kent Pharmaceuticals Ltd),Flucloxacillin sodium,25mg/1ml,Oral solution,Oral
34776,60478020,Flucloxacillin 500mg capsules (Mylan),Flucloxacillin sodium,500mg,Capsule,Oral
34848,49683020,Flucloxacillin 500mg Capsule (C P Pharmaceuticals Ltd),Flucloxacillin sodium,500mg,Capsule,Oral
34870,49682020,Flucloxacillin 250mg Capsule (C P Pharmaceuticals Ltd),Flucloxacillin sodium,250mg,Capsule,Oral
34944,62577020,Flucloxacillin 250mg Capsule (Co-Pharma Ltd),Flucloxacillin sodium,250mg,Capsule,Oral
36084,89979020,Negaban 1g powder for solution for injection vials (Eumedica Pharmaceuticals),Temocillin sodium,1gram,Powder for solution for injection,Intravenous/Intramuscular
39989,96882020,Floxapen 250mg capsules (Actavis UK Ltd),Flucloxacillin sodium,250mg,Capsule,Oral
40025,96884020,Floxapen 500mg capsules (Actavis UK Ltd),Flucloxacillin sodium,500mg,Capsule,Oral
40108,69621020,Flucloxacillin 250mg capsules (Almus Pharmaceuticals Ltd),Flucloxacillin sodium,250mg,Capsule,Oral
40142,61911020,Flucloxacillin iv 250mg/vial Injection,Flucloxacillin Sodium,250mg/vial,Injection,
41163,97552020,Flucloxacillin 125mg/5ml oral solution sugar free,Flucloxacillin sodium,25mg/1ml,Oral solution,Oral
41172,97550020,Flucloxacillin 250mg/5ml oral solution sugar free,Flucloxacillin sodium,50mg/1ml,Oral solution,Oral
41983,56434020,Floxapen iv 500mg/vial Intravenous injection (Beecham Research Laboratories),Flucloxacillin sodium,500mg,Powder for solution for injection,Intramuscular/Intravenous/Inhalation/Intraarticular/Intrapleural
43546,56981020,Flucloxacillin 125mg/5ml oral solution (Actavis UK Ltd),Flucloxacillin sodium,25mg/1ml,Oral solution,Oral
44855,60147020,Flucloxacillin 500mg capsules (Ranbaxy (UK) Ltd),Flucloxacillin sodium,500mg,Capsule,Oral
45252,62578020,Flucloxacillin 500mg Capsule (Co-Pharma Ltd),Flucloxacillin sodium,500mg,Capsule,Oral
45312,58802020,Flucloxacillin 125mg/5ml Liquid (Lagap),Flucloxacillin magnesium,25mg/1ml,Oral suspension,Oral
47125,76922020,Flucloxacillin 125mg/5ml oral solution sugar free (Actavis UK Ltd),Flucloxacillin sodium,25mg/1ml,Oral solution,Oral
49349,36858020,Flucloxacillin 125mg/5ml oral solution sugar free (Kent Pharmaceuticals Ltd),Flucloxacillin sodium,25mg/1ml,Oral solution,Oral
50729,5546020,Flucloxacillin 250mg/5ml oral solution (DE Pharmaceuticals),Flucloxacillin sodium,50mg/1ml,Oral solution,Oral
50820,38545020,Flucloxacillin 500mg capsules (Medreich Plc),Flucloxacillin sodium,500mg,Capsule,Oral
51037,5531020,Flucloxacillin 250mg capsules (Alliance Healthcare (Distribution) Ltd),Flucloxacillin sodium,250mg,Capsule,Oral
51262,5541020,Flucloxacillin 125mg/5ml oral solution (Alliance Healthcare (Distribution) Ltd),Flucloxacillin sodium,25mg/1ml,Oral solution,Oral
51830,76925020,Flucloxacillin 250mg/5ml oral solution sugar free (Accord Healthcare Ltd),Flucloxacillin sodium,50mg/1ml,Oral solution,Oral
52281,5540020,Flucloxacillin 500mg capsules (Milpharm Ltd),Flucloxacillin sodium,500mg,Capsule,Oral
52374,69630020,Flucloxacillin 500mg capsules (Almus Pharmaceuticals Ltd),Flucloxacillin sodium,500mg,Capsule,Oral
52549,5548020,Flucloxacillin 250mg/5ml oral solution (Phoenix Healthcare Distribution Ltd),Flucloxacillin sodium,50mg/1ml,Oral solution,Oral
53851,60747020,Flucloxacillin 250mg powder for solution for injection vials (Wockhardt UK Ltd),Flucloxacillin sodium,250mg,Powder for solution for injection,Intramuscular/Intravenous/Inhalation/Intraarticular/Intrapleural
55438,36859020,Flucloxacillin 250mg/5ml oral solution sugar free (Kent Pharmaceuticals Ltd),Flucloxacillin sodium,50mg/1ml,Oral solution,Oral
55754,47405020,Flucloxacillin 125mg/5ml oral solution (Waymade Healthcare Plc),Flucloxacillin sodium,25mg/1ml,Oral solution,Oral
55799,70690020,Flucloxacillin 500mg capsules (Sigma Pharmaceuticals Plc),Flucloxacillin sodium,500mg,Capsule,Oral
56027,70687020,Flucloxacillin 250mg capsules (Sigma Pharmaceuticals Plc),Flucloxacillin sodium,250mg,Capsule,Oral
56189,77120020,Flucloxacillin 250mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd),Flucloxacillin sodium,50mg/1ml,Oral solution,Oral
56384,5538020,Flucloxacillin 500mg capsules (Bristol Laboratories Ltd),Flucloxacillin sodium,500mg,Capsule,Oral
56717,5552020,Flucloxacillin 500mg powder for solution for injection vials (A A H Pharmaceuticals Ltd),Flucloxacillin sodium,500mg,Powder for solution for injection,Intramuscular/Intravenous/Inhalation/Intraarticular/Intrapleural
56869,39851020,Flucloxacillin 125mg/5ml oral solution (Crescent Pharma Ltd),Flucloxacillin sodium,25mg/1ml,Oral solution,Oral
57106,38544020,Flucloxacillin 250mg capsules (Medreich Plc),Flucloxacillin sodium,250mg,Capsule,Oral
57292,47844020,Flucloxacillin 250mg/5ml oral solution sugar free (Waymade Healthcare Plc),Flucloxacillin sodium,50mg/1ml,Oral solution,Oral
57331,5550020,Flucloxacillin 250mg powder for solution for injection vials (A A H Pharmaceuticals Ltd),Flucloxacillin sodium,250mg,Powder for solution for injection,Intramuscular/Intravenous/Inhalation/Intraarticular/Intrapleural
57415,5544020,Flucloxacillin 125mg/5ml oral solution (Phoenix Healthcare Distribution Ltd),Flucloxacillin sodium,25mg/1ml,Oral solution,Oral
57462,39852020,Flucloxacillin 250mg/5ml oral solution (Crescent Pharma Ltd),Flucloxacillin sodium,50mg/1ml,Oral solution,Oral
57485,5536020,Flucloxacillin 500mg capsules (Alliance Healthcare (Distribution) Ltd),Flucloxacillin sodium,500mg,Capsule,Oral
57634,5535020,Flucloxacillin 250mg capsules (Milpharm Ltd),Flucloxacillin sodium,250mg,Capsule,Oral
58126,17337021,Flucloxacillin sodium 125mg/5ml oral suspension,Flucloxacillin sodium,25mg/1ml,Oral suspension,Oral
58541,5533020,Flucloxacillin 250mg capsules (Bristol Laboratories Ltd),Flucloxacillin sodium,250mg,Capsule,Oral
59422,60748020,Flucloxacillin 500mg powder for solution for injection vials (Wockhardt UK Ltd),Flucloxacillin sodium,500mg,Powder for solution for injection,Intramuscular/Intravenous/Inhalation/Intraarticular/Intrapleural
60032,5545020,Flucloxacillin 125mg/5ml oral solution (Milpharm Ltd),Flucloxacillin sodium,25mg/1ml,Oral solution,Oral
60260,21796021,Flucloxacillin 500mg capsules (DE Pharmaceuticals),Flucloxacillin sodium,500mg,Capsule,Oral
60330,60746020,Flucloxacillin 1g powder for solution for injection vials (Wockhardt UK Ltd),Flucloxacillin sodium,1gram,Powder for solution for injection,Intraarticular/Inhalation/Intrapleural/Intramuscular/Intravenous
60390,5553020,Flucloxacillin 1g powder for solution for injection vials (A A H Pharmaceuticals Ltd),Flucloxacillin sodium,1gram,Powder for solution for injection,Intraarticular/Inhalation/Intrapleural/Intramuscular/Intravenous
60593,17436021,Flucloxacillin 125mg/5ml oral solution (Medreich Plc),Flucloxacillin sodium,25mg/1ml,Oral solution,Oral
61896,47843020,Flucloxacillin 125mg/5ml oral solution sugar free (Waymade Healthcare Plc),Flucloxacillin sodium,25mg/1ml,Oral solution,Oral
63306,47404020,Flucloxacillin 500mg capsules (Waymade Healthcare Plc),Flucloxacillin sodium,500mg,Capsule,Oral
64375,5547020,Flucloxacillin 250mg/5ml oral solution (Actavis UK Ltd),Flucloxacillin sodium,50mg/1ml,Oral solution,Oral
65945,5543020,Flucloxacillin 125mg/5ml oral solution (DE Pharmaceuticals),Flucloxacillin sodium,25mg/1ml,Oral solution,Oral
67710,53502021,Flucloxacillin 500mg capsules (Mawdsley-Brooks & Company Ltd),Flucloxacillin sodium,500mg,Capsule,Oral
68001,53501021,Flucloxacillin 250mg capsules (Mawdsley-Brooks & Company Ltd),Flucloxacillin sodium,250mg,Capsule,Oral
68696,21795021,Flucloxacillin 250mg capsules (DE Pharmaceuticals),Flucloxacillin sodium,250mg,Capsule,Oral
69709,31217021,Flucloxacillin 250mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd),Flucloxacillin sodium,50mg/1ml,Oral solution,Oral
72219,77116020,Flucloxacillin 125mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd),Flucloxacillin sodium,25mg/1ml,Oral solution,Oral
72454,47403020,Flucloxacillin 250mg capsules (Waymade Healthcare Plc),Flucloxacillin sodium,250mg,Capsule,Oral
73462,47406020,Flucloxacillin 250mg/5ml oral solution (Waymade Healthcare Plc),Flucloxacillin sodium,50mg/1ml,Oral solution,Oral
73965,5549020,Flucloxacillin 250mg/5ml oral solution (Alliance Healthcare (Distribution) Ltd),Flucloxacillin sodium,50mg/1ml,Oral solution,Oral
9,59329020,Amoxicillin 250mg capsules,Amoxicillin trihydrate,250mg,Capsule,Oral
48,59330020,Amoxicillin 500mg capsules,Amoxicillin trihydrate,500mg,Capsule,Oral
62,68400020,Amoxicillin 125mg/5ml oral suspension,Amoxicillin trihydrate,25mg/1ml,Oral suspension,Oral
106,59339020,Ampicillin 250mg/5ml oral suspension,Ampicillin,50mg/1ml,Oral suspension,Oral
115,59334020,Ampicillin 250mg capsules,Ampicillin,250mg,Capsule,Oral
133,48122020,Amoxil 250mg capsules (GlaxoSmithKline UK Ltd),Amoxicillin trihydrate,250mg,Capsule,Oral
204,51032020,Penbritin 250mg Capsule (Beecham Research Laboratories),Ampicillin,250mg,Capsule,Oral
244,56805020,Augmentin Intravenous 1.2g powder for solution for injection vials (GlaxoSmithKline UK Ltd),Potassium clavulanate/Amoxicillin sodium,200mg + 1000mg,Powder for solution for injection,Intravenous
399,48261020,Augmentin 375mg tablets (GlaxoSmithKline UK Ltd),Amoxicillin trihydrate/Potassium clavulanate,250mg + 125mg,Tablet,Oral
415,54560020,Augmentin 125/31 SF oral suspension (GlaxoSmithKline UK Ltd),Amoxicillin trihydrate/Potassium clavulanate,25mg/1ml + 6.25mg/1ml,Oral suspension,Oral
427,68401020,Amoxicillin 250mg/5ml oral suspension,Amoxicillin trihydrate,50mg/1ml,Oral suspension,Oral
439,67567020,Amoxicillin with Clavulanic acid dispersible tablets,Amoxicillin Trihydrate/Potassium Clavulanate,,Dispersible Tablet,Oral
485,60131020,Amoxicillin 125mg/1.25ml oral suspension paediatric,Amoxicillin trihydrate,100mg/1ml,Oral suspension,Oral
503,68407020,Amoxicillin 125mg/5ml oral suspension sugar free,Amoxicillin trihydrate,25mg/1ml,Oral suspension,Oral
509,51673020,Augmentin 625mg tablets (GlaxoSmithKline UK Ltd),Amoxicillin trihydrate/Potassium clavulanate,500mg + 125mg,Tablet,Oral
524,73857020,Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free,Amoxicillin trihydrate/Potassium clavulanate,50mg/1ml + 12.5mg/1ml,Oral suspension,Oral
545,73852020,Co-amoxiclav 250mg/125mg tablets,Amoxicillin trihydrate/Potassium clavulanate,250mg + 125mg,Tablet,Oral
569,54556020,Augmentin 250/62 SF oral suspension (GlaxoSmithKline UK Ltd),Amoxicillin trihydrate/Potassium clavulanate,50mg/1ml + 12.5mg/1ml,Oral suspension,Oral
577,71704020,Co-amoxiclav 500mg/100mg powder for solution for injection vials,Amoxicillin sodium/Potassium clavulanate,500mg + 100mg,Powder for solution for injection,Intravenous
585,68408020,Amoxicillin 250mg/5ml oral suspension sugar free,Amoxicillin trihydrate,50mg/1ml,Oral suspension,Oral
598,60136020,Amoxicillin 250mg powder for solution for injection vials,Amoxicillin sodium,250mg,Powder for solution for injection,Intramuscular/Intravenous
641,73858020,Co-amoxiclav 500mg/125mg tablets,Amoxicillin trihydrate/Potassium clavulanate,500mg + 125mg,Tablet,Oral
847,48123020,Amoxil 500mg capsules (GlaxoSmithKline UK Ltd),Amoxicillin trihydrate,500mg,Capsule,Oral
857,59336020,Ampicillin 125mg/5ml oral suspension,Ampicillin,25mg/1ml,Oral suspension,Oral
870,62845020,Amoxicillin 250mg sugar free chewable tablets,Amoxicillin Trihydrate,250mg,Chewable Tablets Sugar-free,Oral
900,59340020,Ampicillin 125mg/5ml sugar free suspension,Ampicillin Trihydrate,125mg/5ml,Suspension Sugar-free,Oral
926,59335020,Ampicillin 500mg capsules,Ampicillin,500mg,Capsule,Oral
1140,60135020,Amoxicillin 3g oral powder sachets sugar free,Amoxicillin trihydrate,3gram,Powder,Oral
1391,67566020,Amoxicillin 250mg / Clavulanic acid 125mg tablets,Amoxicillin Trihydrate/Potassium Clavulanate,250mg + 125mg,Tablets,Oral
1637,63078020,Amoxil fiztab 250mg Tablet (Bencard),Amoxicillin Trihydrate,250mg,Tablet,Oral
1638,73854020,Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free,Amoxicillin trihydrate/Potassium clavulanate,25mg/1ml + 6.25mg/1ml,Oral suspension,Oral
1722,60130020,Amoxicillin 500mg dispersible tablets,Amoxicillin Trihydrate,500mg,Dispersible Tablet,Oral
1746,60137020,Amoxicillin 500mg powder for solution for injection vials,Amoxicillin sodium,500mg,Powder for solution for injection,Intramuscular/Intravenous
1812,56492020,Amoxil 250mg/5ml syrup sucrose free (GlaxoSmithKline UK Ltd),Amoxicillin trihydrate,50mg/1ml,Oral suspension,Oral
2153,56491020,Amoxil 125mg/5ml syrup sucrose free (GlaxoSmithKline UK Ltd),Amoxicillin trihydrate,25mg/1ml,Oral suspension,Oral
2171,54602020,Amoxil 125mg/1.25ml paediatric oral suspension (GlaxoSmithKline UK Ltd),Amoxicillin trihydrate,100mg/1ml,Oral suspension,Oral
2174,53362020,Amoxil 3g oral powder sachets sucrose free (GlaxoSmithKline UK Ltd),Amoxicillin trihydrate,3gram,Powder,Oral
2246,51172020,Pondocillin 500mg Tablet (LEO Pharma),Pivampicillin,500mg,Tablet,Oral
2281,62846020,Amoxicillin 500mg sugar free chewable tablets,Amoxicillin Trihydrate,500mg,Chewable Tablets Sugar-free,Oral
2377,52817020,Pondocillin 175mg/5ml Oral suspension sugar free (LEO Pharma),Pivampicillin,175mg/5ml,Oral Suspension,Oral
3669,56736020,Amoxymed 250mg Capsule (Medipharma Ltd),Amoxicillin trihydrate,250mg,Capsule,Oral
3742,59331020,Amoxicillin 125mg sugar free chewable tablets,Amoxicillin Trihydrate,125mg,Chewable Tablets Sugar-free,Oral
4010,56493020,Amoxil 750mg Sachets (GlaxoSmithKline UK Ltd),Amoxicillin Trihydrate,750mg,Sachets,Oral
4154,63077020,Amoxil fiztab 125mg Tablet (Bencard),Amoxicillin Trihydrate,125mg,Tablet,Oral
4318,51039020,Penbritin 250mg/5ml Oral solution (Beecham Research Laboratories),Ampicillin,50mg/1ml,Oral suspension,Oral
4582,67355020,Amoxicillin 750mg soluble tablets,Amoxicillin Trihydrate,750mg,Soluble Tablet,Oral
