DrugCode,Chapter,Description
93981979,05.01.09.00,Ethambutol 400mg tablets
94148998,05.01.09.00,Capreomycin 1g powder for solution for injection vials
94168997,05.01.09.00,Cycloserine 250mg capsules
94168998,05.01.09.00,Cycloserine 125mg capsules
95247998,05.01.09.00,Streptomycin 1g powder for solution for injection vials
95315998,05.01.09.00,Generic Rifater tablets
95316997,05.01.09.00,Rifampicin 100mg/5ml oral suspension
95316998,05.01.09.00,Rifampicin 300mg capsules
95317996,05.01.09.00,Rifampicin 150mg capsules
95317997,05.01.09.00,Rifampicin 600mg powder and solvent for solution for infusion vials
95364998,05.01.09.00,Pyrazinamide 500mg tablets
95365998,05.01.09.00,Generic Rifater tablets
95366998,05.01.09.00,Pyrazinamide 500mg tablets
96071992,05.01.09.00,Ethionamide 125 mg tab
96093998,05.01.09.00,Generic Rifater tablets
96098998,05.01.09.00,Isoniazid 50mg/2ml solution for injection ampoules
96300992,05.01.09.00,Isoniazid 130 mg eli
96301992,05.01.09.00,Isoniazid 60 mg syr
96302992,05.01.09.00,Isoniazid 10 mg eli
96303992,05.01.09.00,Isoniazid 500 mg eli
96304992,05.01.09.00,Isoniazid 50 mg sus
96305992,05.01.09.00,Generic Rifater tablets
96420992,05.01.09.00,Pyrazinamide 375 mg cap
96650992,05.01.09.00,Ethambutol 400mg tablets
96693992,05.01.09.00,Isoniazid 300 mg tab
96694992,05.01.09.00,Isoniazid 100 mg syr
96773996,05.01.09.00,Ethambutol powder
96773997,05.01.09.00,Ethambutol 400mg tablets
96773998,05.01.09.00,Ethambutol 100mg tablets
96836989,05.01.09.00,Rifampicin 300mg capsules
96999989,05.01.09.00,Isoniazid 100mg tablets
97225992,05.01.09.00,Cycloserine 250mg capsules
97384992,05.01.09.00,Ethambutol 250 mg syr
97385992,05.01.09.00,Ethambutol syr
97386992,05.01.09.00,Ethambutol 500 mg syr
97611992,05.01.09.00,Isoniazid 200 mg tab
97619992,05.01.09.00,Isoniazid 10 mg tab
97663989,05.01.09.00,Ethambutol 400mg tablets
97663990,05.01.09.00,Ethambutol 100mg tablets
97930989,05.01.09.00,Rifampicin 300mg capsules
97930990,05.01.09.00,Rifampicin 150mg capsules
97960992,05.01.09.00,Prothionamide 500 mg tab
97961992,05.01.09.00,Prothionamide 125 mg tab
97984998,05.01.09.00,Isoniazid 50mg/5ml oral solution
97985997,05.01.09.00,Isoniazid 100mg tablets
97985998,05.01.09.00,Isoniazid 50mg tablets
98137992,05.01.09.00,Streptomycin 250 mg cap
98138992,05.01.09.00,Streptomycin 500 mg cap
98339998,05.01.09.00,Isoniazid with ethambutol 100mg + 365mg tablet
98362989,05.01.09.00,Rifampicin 300mg capsules
98685990,05.01.09.00,Isoniazid 50mg/5ml oral solution
98685998,05.01.09.00,Rifampicin 600mg powder and solvent for solution for infusion vials
98819997,05.01.09.00,Cycloserine 250mg capsules
98819998,05.01.09.00,Cycloserine 125mg capsules
99176990,05.01.09.00,Isoniazid 100mg tablets
99177989,05.01.09.00,Isoniazid 100mg tablets
99179996,05.01.09.00,Rifampicin 100mg/5ml oral suspension
99179997,05.01.09.00,Rifampicin 300mg capsules
99179998,05.01.09.00,Rifampicin 150mg capsules
99183996,05.01.09.00,Rifampicin 100mg/5ml oral suspension
99183997,05.01.09.00,Rifampicin 300mg capsules
99183998,05.01.09.00,Rifampicin 150mg capsules
99388997,05.01.09.00,Ethambutol hydrochloride 400mg tablets
99388998,05.01.09.00,Ethambutol hydrochloride 100mg tablets
99924992,05.01.09.00,Isoniazid 50mg/5ml oral solution
99925992,05.01.09.00,Isoniazid 60 mg eli
99926992,05.01.09.00,Isoniazid 25 mg eli
99927992,05.01.09.00,Isoniazid 150 mg syr
99928992,05.01.09.00,Isoniazid 25 mg syr
99929992,05.01.09.00,Isoniazid 100 mg eli
99930992,05.01.09.00,Isoniazid 200 mg eli
99931992,05.01.09.00,Isoniazid 75 mg syr
99932992,05.01.09.00,Isoniazid 200 mg syr
99981992,05.01.09.00,Isoniazid 50mg/5ml oral solution
99982992,05.01.09.00,Isoniazid 150 mg eli
99983992,05.01.09.00,Isoniazid 500 mg sus
99984992,05.01.09.00,Isoniazid 150 mg sus
83454998,05.01.09.00,Rifampicin 150mg / Isoniazid 100mg tablets
83455998,05.01.09.00,Rifampicin 300mg / Isoniazid 150mg tablets
93955979,05.01.09.00,Rifampicin 300mg / Isoniazid 150mg tablets
95314997,05.01.09.00,Rifampicin 300mg / Isoniazid 150mg tablets
95314998,05.01.09.00,Rifampicin 150mg / Isoniazid 100mg tablets
96097997,05.01.09.00,Rifampicin 300mg / Isoniazid 150mg tablets
96097998,05.01.09.00,Rifampicin 150mg / Isoniazid 100mg tablets
96772996,05.01.09.00,Ethambutol with isoniazid 300mg with 100mg tablets
96772997,05.01.09.00,Ethambutol with isoniazid 250mg with 100mg tablets
96772998,05.01.09.00,Ethambutol with isoniazid 200mg with 100mg tablets
98684997,05.01.09.00,Rifampicin 300mg / Isoniazid 150mg tablets
98684998,05.01.09.00,Rifampicin 150mg / Isoniazid 100mg tablets
98694998,05.01.09.00,Rifampicin 300mg / Isoniazid 150mg tablets
99178998,05.01.09.00,Rifampicin 150mg / Isoniazid 100mg tablets
99386996,05.01.09.00,Ethambutol hydrochloride & isoniazid 300mg+100mg tablets
99386997,05.01.09.00,Ethambutol hydrochloride & isoniazid 250mg+100mg tablets
99386998,05.01.09.00,Isoniazid with ethambutol 100mg + 200mg tablet
93398992,05.01.10.00,Dapsone 5 mg tab
96175992,05.01.10.00,Dapsone 12.5 mg tab
96176992,05.01.10.00,Dapsone 25 mg tab
96643998,05.01.10.00,Clofazimine 100mg capsules
97234992,05.01.10.00,Dapsone 200 mg tab
97235992,05.01.10.00,Dapsone 75 mg tab
97986997,05.01.10.00,Dapsone 100mg tablets
97986998,05.01.10.00,Dapsone 50mg tablets
98995990,05.01.10.00,Dapsone 50mg tablets
99498998,05.01.10.00,Clofazimine 100mg capsules
54516979,05.01.11.00,Metronidazole 200mg/5ml oral suspension
60138979,05.01.11.00,Metronidazole 400mg tablets
83940998,05.01.11.00,Metronidazole 200mg/5ml oral suspension
86712998,05.01.11.00,Metronidazole 500mg/100ml infusion 100ml bags
86713998,05.01.11.00,Metronidazole 500mg/100ml infusion 100ml bags
86714998,05.01.11.00,Metronidazole 100mg/20ml solution for infusion ampoules
89786998,05.01.11.00,Metronidazole 500mg tablets
92036998,05.01.11.00,Metronidazole 500mg/100ml infusion 100ml bags
92806998,05.01.11.00,Metronidazole 200mg/5ml oral suspension
93349990,05.01.11.00,Metronidazole 400mg tablets
93350990,05.01.11.00,Metronidazole 200mg tablets
93594998,05.01.11.00,Metronidazole 200mg/5ml oral suspension
93874992,05.01.11.00,Flagyl gel
93922979,05.01.11.00,Metronidazole 500mg tablets
93929979,05.01.11.00,Metronidazole 500mg/100ml infusion 100ml bags
93936997,05.01.11.00,Metronidazole 1g suppositories
94385998,05.01.11.00,Metronidazole 5mg/ml infusion
94516990,05.01.11.00,Metronidazole 400mg tablets
94534990,05.01.11.00,Metronidazole 400mg tablets
94535990,05.01.11.00,Metronidazole 200mg tablets
95158997,05.01.11.00,Tinidazole 2mg/ml infusion
95158998,05.01.11.00,Tinidazole 500mg tablets
95342992,05.01.11.00,Noxyflex bladder irrigation 1 % liq
95816998,05.01.11.00,Metronidazole 5mg/ml infusion
95817997,05.01.11.00,Metronidazole 1g suppositories
95817998,05.01.11.00,Metronidazole 500mg suppositories
95818998,05.01.11.00,Metronidazole 200mg tablets
95819998,05.01.11.00,Metronidazole 200mg tablets
95820997,05.01.11.00,Metronidazole 400mg tablets
95820998,05.01.11.00,Metronidazole 200mg tablets
95821997,05.01.11.00,Metronidazole 1g suppositories
95821998,05.01.11.00,Metronidazole 500mg suppositories
95822997,05.01.11.00,Metronidazole 1g suppositories
95822998,05.01.11.00,Metronidazole 500mg suppositories
95823997,05.01.11.00,Metronidazole treatment pack
95823998,05.01.11.00,Metronidazole 400mg tablets
96309989,05.01.11.00,Metronidazole 400mg tablets
96309990,05.01.11.00,Metronidazole 200mg tablets
96574990,05.01.11.00,Metronidazole 200mg/5ml oral suspension
96847989,05.01.11.00,Metronidazole 400mg tablets
96847990,05.01.11.00,Metronidazole 200mg tablets
97020998,05.01.11.00,Metronidazole 200mg tablets
97108989,05.01.11.00,Metronidazole 1g suppositories
97748992,05.01.11.00,Metronidazole .5 % sol
97749992,05.01.11.00,Metronidazole .9 % sol
97752992,05.01.11.00,Metronidazole pow
97753992,05.01.11.00,Metronidazole 200mg/5ml oral suspension
97879990,05.01.11.00,Metronidazole 500mg tablets
98321997,05.01.11.00,Metronidazole 500mg suppositories
98321998,05.01.11.00,Metronidazole 200mg tablets
98439998,05.01.11.00,Metronidazole 500mg/100ml infusion 100ml bags
98871998,05.01.11.00,Metronidazole 200mg/5ml oral suspension
99434998,05.01.11.00,Metronidazole 500mg/100ml infusion 100ml bags
99495988,05.01.11.00,Metronidazole 200mg/5ml oral suspension
99495989,05.01.11.00,Metronidazole 400mg tablets
99495990,05.01.11.00,Metronidazole 200mg tablets
99496989,05.01.11.00,Metronidazole 400mg tablets
99496990,05.01.11.00,Metronidazole 200mg tablets
99497989,05.01.11.00,Metronidazole 400mg tablets
99497990,05.01.11.00,Metronidazole 200mg tablets
99498988,05.01.11.00,Metronidazole 1g suppositories
99499989,05.01.11.00,Metronidazole 400mg tablets
99499990,05.01.11.00,Metronidazole 200mg tablets
99639997,05.01.11.00,Metronidazole 400mg tablets
99639998,05.01.11.00,Metronidazole 200mg tablets
99656998,05.01.11.00,Tinidazole 500mg tablets
90802998,05.01.11.00,"Nystatin with metronidazole 100,000iu with 400mg vaginal insert and tablet"
90803998,05.01.11.00,"Metronidazole 400mg tablets and nystatin 100,000unit pessaries"
96711992,05.01.11.00,Metronidazole tab/nystatin pes combipack
99640998,05.01.11.00,Metronidazole & nystatin 400mg+100000iu tablets & pessaries
61441979,05.01.12.00,Ciprofloxacin 750mg tablets
61676979,05.01.12.00,Levofloxacin 500mg/100ml infusion bags
71174979,05.01.12.00,Ciprofloxacin 400mg/200ml infusion bags
78929979,05.01.12.00,Ciprofloxacin 400mg/200ml infusion bags
78930979,05.01.12.00,Ciprofloxacin 400mg/200ml infusion bags
84062998,05.01.12.00,Ciprofloxacin 400mg/200ml infusion bags
84063998,05.01.12.00,Ciprofloxacin 200mg/100ml solution for infusion vials
84614998,05.01.12.00,Moxifloxacin 400mg/250ml solution for infusion bottles
84864998,05.01.12.00,Ofloxacin 200mg/100ml solution for infusion bottles
84865998,05.01.12.00,Ofloxacin 200mg/100ml solution for infusion bottles
87679998,05.01.12.00,Ciprofloxacin 200mg/100ml solution for infusion bottles
87680998,05.01.12.00,Ciprofloxacin 100mg/50ml solution for infusion bottles
87681998,05.01.12.00,Ciprofloxacin 400mg/200ml infusion bags
87682998,05.01.12.00,Ciprofloxacin 200mg/100ml solution for infusion vials
87683998,05.01.12.00,Ciprofloxacin 100mg/50ml solution for infusion vials
88244997,05.01.12.00,Grepafloxacin 600mg tablet
88244998,05.01.12.00,Grepafloxacin 400mg tablet
88249998,05.01.12.00,Levofloxacin 500mg/100ml solution for infusion vials
88254998,05.01.12.00,Levofloxacin 500mg/100ml infusion bags
88261997,05.01.12.00,Levofloxacin 500mg tablets
88261998,05.01.12.00,Levofloxacin 250mg tablets
88267997,05.01.12.00,Levofloxacin 500mg tablets
88267998,05.01.12.00,Levofloxacin 250mg tablets
89122998,05.01.12.00,Ciprofloxacin 400mg/200ml infusion bags
89356998,05.01.12.00,Moxifloxacin 400mg tablets
89361998,05.01.12.00,Moxifloxacin 400mg tablets
91225998,05.01.12.00,Ciprofloxacin 200mg/100ml solution for infusion bottles
92120990,05.01.12.00,Nalidixic acid 300mg/5ml oral suspension
93079996,05.01.12.00,Ciprofloxacin 250mg/5ml oral suspension
93079997,05.01.12.00,Ciprofloxacin 100mg tablets
93079998,05.01.12.00,Ciprofloxacin 750mg tablets
93080996,05.01.12.00,Ciprofloxacin 250mg/5ml oral suspension
93080997,05.01.12.00,Ciprofloxacin 100mg tablets
93080998,05.01.12.00,Ciprofloxacin 750mg tablets
93255998,05.01.12.00,Norfloxacin 400mg tablets
93256998,05.01.12.00,Norfloxacin 400mg tablets
93552997,05.01.12.00,Ofloxacin 400mg tablets
93552998,05.01.12.00,Ofloxacin 200mg tablets
93554997,05.01.12.00,Ofloxacin 400mg tablets
93554998,05.01.12.00,Ofloxacin 200mg tablets
93757998,05.01.12.00,Nalidixic acid 300mg/5ml suspension
93838979,05.01.12.00,Levofloxacin 500mg/100ml infusion bags
93870979,05.01.12.00,Ciprofloxacin 250mg tablets
93891979,05.01.12.00,Ciprofloxacin 500mg tablets
94009979,05.01.12.00,Ciprofloxacin 750mg tablets
94023990,05.01.12.00,Ciprofloxacin 500mg tablets
94429998,05.01.12.00,Enoxacin 200mg tablets
94430998,05.01.12.00,Enoxacin 200mg tablets
94912996,05.01.12.00,Ciprofloxacin 500mg tablets
94912997,05.01.12.00,Ciprofloxacin 200mg/100ml solution for infusion bottles
94912998,05.01.12.00,Ciprofloxacin 250mg tablets
94913996,05.01.12.00,Ciprofloxacin 500mg tablets
94913997,05.01.12.00,Ciprofloxacin 400mg/200ml infusion bags
94913998,05.01.12.00,Ciprofloxacin 250mg tablets
95212990,05.01.12.00,Ciprofloxacin 250mg tablets
95266997,05.01.12.00,Temafloxacin 400mg tablets
95274990,05.01.12.00,Ofloxacin 400mg tablets
95305997,05.01.12.00,Temafloxacin 400mg tablets
95305998,05.01.12.00,Temafloxacin 300mg tablets
95344990,05.01.12.00,Ofloxacin 400mg tablets
95355998,05.01.12.00,Rosoxacin 150mg capsules
95356998,05.01.12.00,Rosoxacin 150mg capsule
95429990,05.01.12.00,Ciprofloxacin 500mg tablets
95430990,05.01.12.00,Ciprofloxacin 250mg tablets
95628990,05.01.12.00,Ciprofloxacin 500mg tablets
95629990,05.01.12.00,Ciprofloxacin 250mg tablets
95686990,05.01.12.00,Ciprofloxacin 100mg tablets
95759998,05.01.12.00,Nalidixic acid with sodium citrate 660mg + 3750mg sachets
95760996,05.01.12.00,Nalidixic acid 300mg/5ml oral suspension sugar free
95760997,05.01.12.00,Nalidixic acid 300mg/5ml oral suspension
95760998,05.01.12.00,Nalidixic acid 500mg tablets
95822990,05.01.12.00,Ciprofloxacin 500mg tablets
95823990,05.01.12.00,Ciprofloxacin 250mg tablets
95866990,05.01.12.00,Ciprofloxacin 500mg tablets
95867990,05.01.12.00,Ciprofloxacin 250mg tablets
95947990,05.01.12.00,Ciprofloxacin 500mg tablets
95948990,05.01.12.00,Ciprofloxacin 250mg tablets
95956990,05.01.12.00,Ofloxacin 200mg tablets
96022990,05.01.12.00,Ciprofloxacin 750mg tablets
96023990,05.01.12.00,Ciprofloxacin 500mg tablets
96024990,05.01.12.00,Ciprofloxacin 250mg tablets
96042990,05.01.12.00,Ciprofloxacin 750mg tablets
96043990,05.01.12.00,Ciprofloxacin 500mg tablets
96044990,05.01.12.00,Ciprofloxacin 250mg tablets
96045990,05.01.12.00,Ciprofloxacin 100mg tablets
96047990,05.01.12.00,Ciprofloxacin 750mg tablets
96048990,05.01.12.00,Ciprofloxacin 500mg tablets
96049990,05.01.12.00,Ciprofloxacin 250mg tablets
96051990,05.01.12.00,Ciprofloxacin 500mg tablets
96052990,05.01.12.00,Ciprofloxacin 250mg tablets
96056990,05.01.12.00,Ciprofloxacin 750mg tablets
96057990,05.01.12.00,Ciprofloxacin 500mg tablets
96058990,05.01.12.00,Ciprofloxacin 250mg tablets
96066990,05.01.12.00,Ciprofloxacin 500mg tablets
96067990,05.01.12.00,Ciprofloxacin 250mg tablets
96099990,05.01.12.00,Ofloxacin 400mg tablets
96185990,05.01.12.00,Ofloxacin 400mg tablets
96186990,05.01.12.00,Ofloxacin 400mg tablets
96187990,05.01.12.00,Ofloxacin 200mg tablets
96188990,05.01.12.00,Ofloxacin 200mg tablets
96661998,05.01.12.00,Cinoxacin 500mg capsules
96705990,05.01.12.00,Norfloxacin 400mg tablets
97809998,05.01.12.00,Ofloxacin 2mg/ml infusion
98225992,05.01.12.00,Uriben 500 mg tab
98474998,05.01.12.00,Nalidixic acid & sodium citrate 660mg/sachet effervescent granules
98478990,05.01.12.00,Nalidixic acid 500mg tablets
99371997,05.01.12.00,Nalidixic acid 300mg/5ml sugar free suspension
99371998,05.01.12.00,Nalidixic acid 500mg tablets
99826998,05.01.12.00,Cinoxacin 500mg capsules
29746978,05.01.13.00,Fosfomycin 3g granules sachets
30964978,05.01.13.00,Nitrofurantoin 100mg tablets
30965978,05.01.13.00,Nitrofurantoin 50mg tablets
46465978,05.01.13.00,Nitrofurantoin 50mg capsules
46963978,05.01.13.00,Fosfomycin 3g granules sachets
47505978,05.01.13.00,Fosfomycin 3g granules sachets
54708979,05.01.13.00,Fosfomycin 3g granules sachets
76900978,05.01.13.00,Nitrofurantoin 50mg capsules
90032979,05.01.13.00,Nitrofurantoin 25mg/5ml oral suspension
92816997,05.01.13.00,Fosfomycin 2g sachets
92816998,05.01.13.00,Fosfomycin 3g granules sachets
92817997,05.01.13.00,Fosfomycin trometamol 2g/sachet granules
92817998,05.01.13.00,Fosfomycin 3g granules sachets
93910979,05.01.13.00,Nitrofurantoin 25mg/5ml oral suspension
93911979,05.01.13.00,Nitrofurantoin 25mg/5ml oral suspension
93918979,05.01.13.00,Nitrofurantoin 50mg tablets
94685990,05.01.13.00,Nitrofurantoin 50mg tablets
95008990,05.01.13.00,Nitrofurantoin 100mg tablets
95009990,05.01.13.00,Nitrofurantoin 50mg tablets
95200990,05.01.13.00,Nitrofurantoin 25mg/5ml oral suspension
95714997,05.01.13.00,Nitrofurantoin 100mg tablets
95714998,05.01.13.00,Nitrofurantoin 50mg tablets
95715996,05.01.13.00,Nitrofurantoin 100mg modified-release capsules
95715997,05.01.13.00,Nitrofurantoin 25mg/5ml oral suspension
95715998,05.01.13.00,Nitrofurantoin 100mg capsules
95716996,05.01.13.00,Nitrofurantoin 50mg capsules
95716997,05.01.13.00,Nitrofurantoin 100mg tablets
95716998,05.01.13.00,Nitrofurantoin 50mg tablets
95876998,05.01.13.00,Methenamine hippurate 1g tablets
95877998,05.01.13.00,Methenamine hippurate 300mg tablet
96266992,05.01.13.00,Hexamine mandelate 500 mg tab
96722992,05.01.13.00,Nitrofurantoin 25 mg tab
97494992,05.01.13.00,Furadantin 50 mg sus
97574992,05.01.13.00,Hexamine mandelate 250 mg tab
97677998,05.01.13.00,Nitrofurantoin 100mg modified-release capsules
97980989,05.01.13.00,Nitrofurantoin 100mg tablets
97980990,05.01.13.00,Nitrofurantoin 50mg tablets
99454997,05.01.13.00,Nitrofurantoin 50mg capsules
99454998,05.01.13.00,Nitrofurantoin 100mg capsules
99560998,05.01.13.00,Methenamine hippurate 1g tablets
99609996,05.01.13.00,Nitrofurantoin 25mg/5ml oral suspension sugar free
99609997,05.01.13.00,Nitrofurantoin 100mg tablets
99609998,05.01.13.00,Nitrofurantoin 50mg tablets
503,88557996,05.01.01.03,Amoxicillin 125mg/5ml sugar free suspension,68407020,Amoxicillin 125mg/5ml oral suspension sugar free,Amoxicillin trihydrate,25mg/1ml,Oral suspension,Oral,5010103,Broad-spectrum Penicillins
62,88557998,05.01.01.03,Amoxicillin 125mg/5ml syrup,68400020,Amoxicillin 125mg/5ml oral suspension,Amoxicillin trihydrate,25mg/1ml,Oral suspension,Oral,5010103,Broad-spectrum Penicillins
585,89889997,05.01.01.03,Amoxicillin 250mg/5ml sugar free suspension,68408020,Amoxicillin 250mg/5ml oral suspension sugar free,Amoxicillin trihydrate,50mg/1ml,Oral suspension,Oral,5010103,Broad-spectrum Penicillins
427,88557997,05.01.01.03,Amoxicillin 250mg/5ml syrup,68401020,Amoxicillin 250mg/5ml oral suspension,Amoxicillin trihydrate,50mg/1ml,Oral suspension,Oral,5010103,Broad-spectrum Penicillins
,95077998,05.01.01.03,Amoxicillin 375mg sugar free dispersible tablets,,,,,,,,
,99962996,05.01.01.03,Amoxicillin 500mg sugar free dispersible tablets,,,,,,,,
,95077997,05.01.01.03,Amoxicillin 750mg sugar free dispersible tablets,,,,,,,,
,94936996,05.01.01.03,Ampicillin & cloxacillin 125mg+125mg/5ml syrup,,,,,,,,
,94936997,05.01.01.03,Ampicillin & cloxacillin 250mg+250mg capsules,,,,,,,,
28919,99793992,05.01.01.03,Ampicillin & cloxacillin 250mg+250mg injection (powder for reconstitution),51430020,Ampicillin 250mg / Cloxacillin 250mg/vial injection,Cloxacillin/Ampicillin,250mg + 250mg/vial,Injection,,5010103,Broad-spectrum Penicillins
28701,98218998,05.01.01.03,Ampicillin & cloxacillin 50mg+25mg injection (powder for reconstitution),67555020,Ampicillin 50mg / Cloxacillin 25mg/vial injection,Cloxacillin/Ampicillin,50mg + 25mg/vial,Injection,,5010103,Broad-spectrum Penicillins
10755,99960998,05.01.01.03,Ampicillin & cloxacillin 60mg+30mg/0.6ml sugar free suspension,67554020,Ampiciilin 60mg / Cloxacillin 30mg/0.6ml sugar free oral suspension,Cloxacillin/Ampicillin Sodium,60mg + 30mg/0.6ml,Suspension Sugar-free,Oral,05010102/05010103,Penicillinase-resistant Penicillins/Broad-spectrum Penicillins
,94519992,05.01.01.03,Ampicillin 125mg tablets,,,,,,,,
8209,98357998,05.01.01.03,Ampicillin 125mg/1.25ml paediatric suspension,67547020,Ampicillin 125mg/5ml paediatric oral suspension,Ampicillin Trihydrate,125mg/1.25ml,Suspension,Oral,5010103,Broad-spectrum Penicillins
10685,92973998,05.01.01.03,Ampicillin 250mg injection (powder for reconstitution),67551020,Ampicillin 250mg injection,Ampicillin Sodium,250mg,Injection,,5010103,Broad-spectrum Penicillins
10795,99171997,05.01.01.03,Ampicillin with cloxacillin 250mg/5ml oral solution,67896020,Ampiclox 250mg/5ml Oral solution (Beecham Research Laboratories),Cloxacillin/Ampicillin,250mg/5ml,Oral Solution,Oral,5010103,Broad-spectrum Penicillins
21345,96918998,05.01.01.03,Bacampicillin hydrochloride 400mg tablets,60248020,Bacampicillin HCl 400mg tablets,Bacampicillin,400mg,Tablets,Oral,5010103,Broad-spectrum Penicillins
12505,94129992,05.01.01.01,Benzylpenicillin - penicillin g 300mg injection,70676020,Benzylpenicillin 300mg/vial injection,Benzylpenicillin Sodium,300mg/vial,Injection,,5010101,Benzylpenicillin And Phenoxymethylpenicillin
44282,97615997,05.01.01.01,Benzylpenicillin - penicillin g 6g injection,65524020,Penicillin G 6g/vial injection,Benzylpenicillin Sodium,6g/vial,Injection,,5010101,Benzylpenicillin And Phenoxymethylpenicillin
,94157997,05.01.01.01,Benzylpenicillin 600mg/50ml infusion bags,,,,,,,,
23776,93737992,05.01.01.01,benzylpenicillin sodium  3g inj,70678020,Benzylpenicillin 3g/vial injection,Benzylpenicillin Sodium,3g/vial,Injection,,5010101,Benzylpenicillin And Phenoxymethylpenicillin
29805,94128992,05.01.01.01,benzylpenicillin sodium  6g inj,80589020,Benzylpenicllin 6g/vial injection,Benzylpenicillin Sodium,6g/vial,Injection,,5010101,Benzylpenicillin And Phenoxymethylpenicillin
22808,99018998,05.01.01.01,Benzylpenicillin sodium with benemethamine penicillin with procaine benzylpenicillin injection,74134020,Procaine benzylpenicillin injection,Procaine Benzylpenicillin,,Injection,,5010101,Benzylpenicillin And Phenoxymethylpenicillin
28562,96895998,05.01.08.00,Calcium sulphaloxate 500mg tablets,60354020,Enteromide 500mg Tablet (Consolidated Chemicals (UK) Ltd),Calcium,500mg,Tablet,Oral,5010800,Sulphonamides And Trimethoprim
18961,96879998,05.01.01.04,Carbenicillin 1g injection (powder for reconstitution),60410020,Pyopen 1g sterile Powder (Link Pharmaceuticals Ltd),Carbenicillin,1g,Powder,,5010104,Antipseudomonal Penicillins
8675,97311997,05.01.02.01,Cefadroxil 125mg/5ml suspension,60519020,Cefadroxil 125mg/5ml oral suspension,Cefadroxil monohydrate,25mg/1ml,Oral suspension,Oral,0,Unknown
5444,97311996,05.01.02.01,Cefadroxil 250mg/5ml suspension,60520020,Cefadroxil 250mg/5ml oral suspension,Cefadroxil monohydrate,50mg/1ml,Oral suspension,Oral,0,Unknown
14540,97310998,05.01.02.01,Cefadroxil 500mg/5ml suspension,52845020,Cefadroxil 500mg/5ml oral suspension,Cefadroxil monohydrate,100mg/1ml,Oral suspension,Oral,0,Unknown
41106,90028998,05.01.02.00,Cefalexin 125mg/5ml syrup,97417020,Ceporex 125mg/5ml syrup (Strides Shasun (UK) Ltd),Cefalexin,25mg/1ml,Oral suspension,Oral,5010201,Cephalosporins
41192,90028997,05.01.02.00,Cefalexin 250mg/5ml syrup,62990020,Cefalexin 250mg/5ml oral suspension (Ranbaxy (UK) Ltd),Cefalexin,50mg/1ml,Oral suspension,Oral,5010201,Cephalosporins
7505,97347997,05.01.02.00,Cefamandole 1g injection (powder for reconstitution),68854020,Cefamandole 1g powder for solution for injection vials,Cefamandole nafate,1gram,Powder for solution for injection,Intravenous/Intramuscular,0,Unknown
25953,97347998,05.01.02.00,Cefamandole 500mg injection,58495020,Kefadol 500mg/vial Injection (Dista Products Ltd),Cefamandole Nafate,500mg/vial,Injection,,5010201,Cephalosporins
7504,97348997,05.01.02.00,Cefazolin 1g injection (powder for reconstitution),60542020,Cefazolin 1g powder for solution for injection vials,Cefazolin sodium,1gram,Powder for solution for injection,Intravenous/Intramuscular,0,Unknown
25947,97348998,05.01.02.00,Cefazolin 500mg injection (powder for reconstitution),60541020,Cefazolin 500mg powder for solution for injection vials,Cefazolin sodium,500mg,Powder for solution for injection,Intramuscular/Intravenous,0,Unknown
1110,93245997,05.01.02.00,Cefixime 100mg/5ml paediatric suspension,73775020,Cefixime 100mg/5ml oral suspension,Cefixime,20mg/1ml,Oral suspension,Oral,5010201,Cephalosporins
7506,98479998,05.01.02.00,Cefodizime 1g injection (powder for reconstitution),54080020,Cefodizime 1g/vial injection,Cefodizime,1g/vial,Injection,,5010201,Cephalosporins
7501,99825997,05.01.02.00,Cefotaxime 1g infusion (powder for reconstitution),60547020,Cefotaxime 1g powder for solution for injection vials,Cefotaxime sodium,1gram,Powder for solution for injection,Intramuscular/Intravenous,5010201,Cephalosporins
7510,98940997,05.01.02.01,Cefpodoxime 40mg/5ml paediatric suspension,56745020,Cefpodoxime 40mg/5ml oral suspension,Cefpodoxime proxetil,8mg/1ml,Oral suspension,Oral,0,Unknown
16983,98983997,05.01.02.01,Cefradine 1g injection (powder for reconstitution),60571020,Cefradine 1g powder for solution for injection vials,Cefradine,1gram,Powder for solution for injection,Intramuscular/Intravenous,0,Unknown
5410,98984996,05.01.02.01,Cefradine 250mg/5ml syrup,60565020,Cefradine 250mg/5ml oral solution,Cefradine,50mg/1ml,Oral solution,Oral,0,Unknown
14995,98983998,05.01.02.01,Cefradine 500mg injection (powder for reconstitution),60570020,Cefradine 500mg powder for solution for injection vials,Cefradine,500mg,Powder for solution for injection,Intramuscular/Intravenous,0,Unknown
16595,97620998,05.01.02.00,Ceftazidime 250mg injection (powder for reconstitution),60584020,Ceftazidime 250mg powder for solution for injection vials,Ceftazidime pentahydrate,250mg,Powder for solution for injection,Intramuscular/Intravenous,0,Unknown
7502,97619998,05.01.02.00,Ceftazidime 2g infusion (powder for reconstitution),60592020,Ceftazidime 2g powder for solution for injection vials,Ceftazidime pentahydrate,2gram,Powder for solution for injection,Intramuscular/Intravenous,5010201,Cephalosporins
17881,92635996,05.01.02.00,Ceftibuten 180mg/5ml oral suspension,75941020,Ceftibuten 180mg/5ml suspension,Ceftibuten,180mg/5ml,Suspension,Oral,5010201,Cephalosporins
